- 2023-11-18 09:13:19,996 [main] INFO  o.a.i.c.c.ConfigNodeDescriptor:105 - Start to read config file file:/iotdb/sbin/../conf/iotdb-common.properties 
- 2023-11-18 09:13:20,249 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: Pipe-Runtime-Heartbeat 
- 2023-11-18 09:13:20,251 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:70 - new fixed thread pool: Cluster-LoadStatistics-Publisher, thread number: 5 
- 2023-11-18 09:13:20,272 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: Cluster-Heartbeat-Service 
- 2023-11-18 09:13:20,273 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: Cluster-LoadStatistics-Service 
- 2023-11-18 09:13:20,304 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: Cluster-RetryFailedTasks-Service 
- 2023-11-18 09:13:20,312 [main] INFO  o.a.i.c.s.ConfigNode:300 - Successfully initialize ConfigManager. 
- 2023-11-18 09:13:20,317 [main] DEBUG o.a.i.c.s.ThriftService:49 - Start latch is null when getting status 
- 2023-11-18 09:13:20,317 [main] DEBUG o.a.i.c.s.ThriftService:54 - Stop latch is null when getting status 
- 2023-11-18 09:13:20,317 [main] INFO  o.a.i.c.s.ThriftService:109 - IoTDB: start Config Node service... 
- 2023-11-18 09:13:20,346 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:260 - new SynchronousQueue thread pool: ConfigNodeRPC-Processor 
- 2023-11-18 09:13:20,350 [ConfigNodeRPC-Service] INFO  o.a.i.c.s.AbstractThriftServiceThread:256 - The Config Node service service thread begin to run... 
- 2023-11-18 09:13:20,449 [main] INFO  o.a.i.c.s.ThriftService:135 - IoTDB: start Config Node service successfully, listening on ip 172.20.0.12 port 10710 
- 2023-11-18 09:13:20,790 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.storage.dir = [/iotdb/sbin/../data/confignode/consensus] 
- 2023-11-18 09:13:20,795 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.server.port = 10720 
- 2023-11-18 09:13:20,797 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.message.size.max = 512MB 
- 2023-11-18 09:13:20,797 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.flow.control.window = 4194304 
- 2023-11-18 09:13:20,798 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.server.async.request.thread.pool.cached = true 
- 2023-11-18 09:13:20,799 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.server.async.request.thread.pool.size = 32 
- 2023-11-18 09:13:20,800 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.server.leader.outstanding.appends.max = 128 
- 2023-11-18 09:13:20,808 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.slowness.timeout = 10min 
- 2023-11-18 09:13:20,809 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.timeout.min = 2000ms 
- 2023-11-18 09:13:20,810 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.timeout.max = 4000ms 
- 2023-11-18 09:13:20,811 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.sleep.time = 1s 
- 2023-11-18 09:13:20,812 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.client.rpc.request.timeout = 10000ms 
- 2023-11-18 09:13:20,813 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.leaderelection.leader.step-down.wait-time = 30s 
- 2023-11-18 09:13:20,814 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.leaderelection.pre-vote = true 
- 2023-11-18 09:13:20,815 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.snapshot.auto.trigger.enabled = true 
- 2023-11-18 09:13:20,816 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.snapshot.auto.trigger.threshold = 400000 
- 2023-11-18 09:13:20,816 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.snapshot.creation.gap = 1024 
- 2023-11-18 09:13:20,817 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.snapshot.retention.file.num = -1 
- 2023-11-18 09:13:20,817 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.snapshot.retention.file.num = 2 
- 2023-11-18 09:13:20,818 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.client.cached = true 
- 2023-11-18 09:13:20,819 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.client.size = 0 
- 2023-11-18 09:13:20,819 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.proxy.cached = true 
- 2023-11-18 09:13:20,819 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.proxy.size = 0 
- 2023-11-18 09:13:20,820 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.server.cached = true 
- 2023-11-18 09:13:20,820 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.threadpool.server.size = 0 
- 2023-11-18 09:13:20,822 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.use.memory = false 
- 2023-11-18 09:13:20,822 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.queue.element-limit = 4096 
- 2023-11-18 09:13:20,823 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.queue.byte-limit = 64MB 
- 2023-11-18 09:13:20,824 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.purge.gap = 1024 
- 2023-11-18 09:13:20,824 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.purge.upto.snapshot.index = true 
- 2023-11-18 09:13:20,824 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.purge.preservation.log.num = 1000 
- 2023-11-18 09:13:20,825 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.segment.size.max = 24MB 
- 2023-11-18 09:13:20,825 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.segment.cache.num.max = 2 
- 2023-11-18 09:13:20,825 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.segment.cache.size.max = 25165824 
- 2023-11-18 09:13:20,825 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.preallocated.size = 4MB 
- 2023-11-18 09:13:20,826 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.write.buffer.size = 64KB 
- 2023-11-18 09:13:20,826 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.force.sync.num = 128 
- 2023-11-18 09:13:20,826 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.unsafe-flush.enabled = false 
- 2023-11-18 09:13:20,827 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.corruption.policy = WARN_AND_RETURN 
- 2023-11-18 09:13:20,827 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.appender.buffer.byte-limit = 16777216 
- 2023-11-18 09:13:20,827 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.appender.snapshot.chunk.size.max = 16MB 
- 2023-11-18 09:13:20,828 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.log.appender.install.snapshot.enabled = true 
- 2023-11-18 09:13:20,828 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.grpc.server.heartbeat.channel = true 
- 2023-11-18 09:13:20,828 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.first-election.timeout.min = 50ms 
- 2023-11-18 09:13:20,828 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.rpc.first-election.timeout.max = 150ms 
- 2023-11-18 09:13:20,831 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.read.option = LINEARIZABLE 
- 2023-11-18 09:13:20,831 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.read.timeout = 60000ms 
- 2023-11-18 09:13:20,832 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.sleep.deviation.threshold = 4000 
- 2023-11-18 09:13:20,832 [main] DEBUG o.a.ratis.conf.ConfUtils:58 - set raft.server.retrycache.expirytime = 142700ms 
- 2023-11-18 09:13:20,834 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: RatisBgDiskGuardian 
- 2023-11-18 09:13:20,854 [main] DEBUG o.a.r.t.i.n.u.i.l.InternalLoggerFactory:63 - Using SLF4J as the default logging framework 
- 2023-11-18 09:13:20,855 [main] DEBUG o.a.r.t.i.n.u.ResourceLeakDetector:129 - -Dorg.apache.ratis.thirdparty.io.netty.leakDetection.level: simple 
- 2023-11-18 09:13:20,855 [main] DEBUG o.a.r.t.i.n.u.ResourceLeakDetector:130 - -Dorg.apache.ratis.thirdparty.io.netty.leakDetection.targetRecords: 4 
- 2023-11-18 09:13:20,872 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:496 - -Dio.netty.noUnsafe: false 
- 2023-11-18 09:13:20,872 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:1000 - Java version: 11 
- 2023-11-18 09:13:20,873 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:137 - sun.misc.Unsafe.theUnsafe: available 
- 2023-11-18 09:13:20,873 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:161 - sun.misc.Unsafe.copyMemory: available 
- 2023-11-18 09:13:20,874 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:193 - sun.misc.Unsafe.storeFence: available 
- 2023-11-18 09:13:20,874 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:236 - java.nio.Buffer.address: available 
- 2023-11-18 09:13:20,875 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:320 - direct buffer constructor: unavailable: Reflective setAccessible(true) disabled 
- 2023-11-18 09:13:20,876 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:385 - java.nio.Bits.unaligned: available, true 
- 2023-11-18 09:13:20,877 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:452 - jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class org.apache.ratis.thirdparty.io.netty.util.internal.PlatformDependent0$7 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @5f2f577 
- 2023-11-18 09:13:20,878 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent0:482 - java.nio.DirectByteBuffer.<init>(long, int): unavailable 
- 2023-11-18 09:13:20,878 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:1159 - sun.misc.Unsafe: available 
- 2023-11-18 09:13:20,879 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:1272 - maxDirectMemory: 33559674880 bytes 
- 2023-11-18 09:13:20,879 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:1289 - -Dio.netty.tmpdir: /tmp (java.io.tmpdir) 
- 2023-11-18 09:13:20,879 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:1368 - -Dio.netty.bitMode: 64 (sun.arch.data.model) 
- 2023-11-18 09:13:20,880 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:178 - -Dio.netty.maxDirectMemory: -1 bytes 
- 2023-11-18 09:13:20,880 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:185 - -Dio.netty.uninitializedArrayAllocationThreshold: -1 
- 2023-11-18 09:13:20,881 [main] DEBUG o.a.r.t.i.n.u.i.CleanerJava9:71 - java.nio.ByteBuffer.cleaner(): available 
- 2023-11-18 09:13:20,881 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent:205 - -Dio.netty.noPreferDirect: false 
- 2023-11-18 09:13:20,882 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:157 - -Dio.netty.allocator.numHeapArenas: 8 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:158 - -Dio.netty.allocator.numDirectArenas: 8 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:160 - -Dio.netty.allocator.pageSize: 8192 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:165 - -Dio.netty.allocator.maxOrder: 9 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:169 - -Dio.netty.allocator.chunkSize: 4194304 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:170 - -Dio.netty.allocator.smallCacheSize: 256 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:171 - -Dio.netty.allocator.normalCacheSize: 64 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:172 - -Dio.netty.allocator.maxCachedBufferCapacity: 32768 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:173 - -Dio.netty.allocator.cacheTrimInterval: 8192 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:174 - -Dio.netty.allocator.cacheTrimIntervalMillis: 0 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:175 - -Dio.netty.allocator.useCacheForAllThreads: false 
- 2023-11-18 09:13:20,883 [main] DEBUG o.a.r.t.i.n.b.PooledByteBufAllocator:176 - -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023 
- 2023-11-18 09:13:20,887 [main] DEBUG o.a.r.t.i.n.u.i.InternalThreadLocalMap:100 - -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024 
- 2023-11-18 09:13:20,888 [main] DEBUG o.a.r.t.i.n.u.i.InternalThreadLocalMap:101 - -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096 
- 2023-11-18 09:13:20,942 [main] DEBUG o.a.ratis.conf.ConfUtils:46 - raft.grpc.message.size.max = 512MB (=536870912) (custom) 
- 2023-11-18 09:13:20,952 [main] DEBUG o.a.r.s.i.ServerImplUtils:50 - newRaftServer: 1, null 
- 2023-11-18 09:13:20,957 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.rpc.type = GRPC (default) 
- 2023-11-18 09:13:20,960 [main] INFO  o.a.ratis.conf.ConfUtils:53 - raft.grpc.admin.host = null (fallback to raft.grpc.server.host) 
- 2023-11-18 09:13:20,961 [main] INFO  o.a.ratis.conf.ConfUtils:53 - raft.grpc.admin.port = 10720 (fallback to raft.grpc.server.port) 
- 2023-11-18 09:13:20,961 [main] INFO  o.a.ratis.conf.ConfUtils:53 - raft.grpc.client.host = null (fallback to raft.grpc.server.host) 
- 2023-11-18 09:13:20,962 [main] INFO  o.a.ratis.conf.ConfUtils:53 - raft.grpc.client.port = 10720 (fallback to raft.grpc.server.port) 
- 2023-11-18 09:13:20,962 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.server.host = null (default) 
- 2023-11-18 09:13:20,962 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.server.port = 10720 (custom) 
- 2023-11-18 09:13:20,962 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.message.size.max = 512MB (=536870912) (custom) 
- 2023-11-18 09:13:20,963 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.log.appender.buffer.byte-limit = 16777216 (custom) 
- 2023-11-18 09:13:20,963 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.flow.control.window = 4194304 (custom) 
- 2023-11-18 09:13:20,964 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.rpc.request.timeout = 3000ms (default) 
- 2023-11-18 09:13:20,973 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.server.heartbeat.channel = true (default) 
- 2023-11-18 09:13:20,975 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.server.async.request.thread.pool.cached = true (default) 
- 2023-11-18 09:13:20,976 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.grpc.server.async.request.thread.pool.size = 32 (default) 
- 2023-11-18 09:13:21,014 [main] DEBUG o.a.r.t.i.n.u.i.NativeLibraryLoader:78 - -Dio.netty.native.workdir: /tmp (io.netty.tmpdir) 
- 2023-11-18 09:13:21,014 [main] DEBUG o.a.r.t.i.n.u.i.NativeLibraryLoader:83 - -Dio.netty.native.deleteLibAfterLoading: true 
- 2023-11-18 09:13:21,015 [main] DEBUG o.a.r.t.i.n.u.i.NativeLibraryLoader:87 - -Dio.netty.native.tryPatchShadedId: true 
- 2023-11-18 09:13:21,015 [main] DEBUG o.a.r.t.i.n.u.i.NativeLibraryLoader:91 - -Dio.netty.native.detectNativeLibraryDuplicates: true 
- 2023-11-18 09:13:21,024 [main] DEBUG o.a.r.t.i.n.u.i.NativeLibraryLoader:384 - Successfully loaded the library /tmp/liborg_apache_ratis_thirdparty_netty_transport_native_epoll_x86_6410414265083896708688.so 
- 2023-11-18 09:13:21,028 [main] DEBUG o.a.r.t.i.n.util.NetUtil:136 - -Djava.net.preferIPv4Stack: false 
- 2023-11-18 09:13:21,028 [main] DEBUG o.a.r.t.i.n.util.NetUtil:137 - -Djava.net.preferIPv6Addresses: false 
- 2023-11-18 09:13:21,199 [main] DEBUG o.a.r.t.i.n.u.NetUtilInitializations:129 - Loopback interface: lo (lo, 127.0.0.1) 
- 2023-11-18 09:13:21,202 [main] DEBUG o.a.r.t.i.n.u.NetUtil$SoMaxConnAction:173 - /proc/sys/net/core/somaxconn: 128 
- 2023-11-18 09:13:21,225 [main] DEBUG o.a.r.t.i.n.c.MultithreadEventLoopGroup:44 - -Dio.netty.eventLoopThreads: 8 
- 2023-11-18 09:13:21,305 [main] DEBUG o.a.r.t.i.n.u.i.PlatformDependent$Mpsc:1010 - org.jctools-core.MpscChunkedArrayQueue: available 
- 2023-11-18 09:13:21,315 [main] DEBUG o.a.ratis.util.LifeCycle:154 - 1-RaftServerProxy: NEW 
- 2023-11-18 09:13:21,316 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.datastream.type = DISABLED (default) 
- 2023-11-18 09:13:21,318 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.threadpool.proxy.cached = true (default) 
- 2023-11-18 09:13:21,319 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.threadpool.proxy.size = 0 (default) 
- 2023-11-18 09:13:21,319 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.sleep.deviation.threshold = 4000ms (custom) 
- 2023-11-18 09:13:21,319 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.rpc.slowness.timeout = 10min (custom) 
- 2023-11-18 09:13:21,319 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.leaderelection.leader.step-down.wait-time = 30s (custom) 
- 2023-11-18 09:13:21,322 [main] INFO  o.a.ratis.conf.ConfUtils:46 - raft.server.storage.dir = [/iotdb/sbin/../data/confignode/consensus] (custom) 
- 2023-11-18 09:13:21,332 [main] WARN  o.a.r.m.MetricRegistriesLoader:81 - Found multiple MetricRegistries implementations: class org.apache.iotdb.consensus.ratis.metrics.MetricRegistryManager, class org.apache.ratis.metrics.impl.MetricRegistriesImpl. Using first found implementation: org.apache.iotdb.consensus.ratis.metrics.MetricRegistryManager@730e5763 
- 2023-11-18 09:13:21,333 [main] DEBUG o.a.r.u.LifeCycle$State:116 - 1-RaftServerProxy: NEW -> STARTING 
- 2023-11-18 09:13:21,341 [main] INFO  o.a.r.s.i.RaftServerProxy:403 - 1: start RPC server 
- 2023-11-18 09:13:21,341 [main] DEBUG o.a.ratis.util.LifeCycle:154 - 1-GrpcService: NEW 
- 2023-11-18 09:13:21,342 [main] DEBUG o.a.r.u.LifeCycle$State:116 - 1-GrpcService: NEW -> STARTING 
- 2023-11-18 09:13:21,358 [grpc-default-boss-ELG-1-1] DEBUG o.a.r.t.i.n.c.DefaultChannelId:79 - -Dio.netty.processId: 12 (auto-detected) 
- 2023-11-18 09:13:21,361 [grpc-default-boss-ELG-1-1] DEBUG o.a.r.t.i.n.c.DefaultChannelId:101 - -Dio.netty.machineId: 02:42:ac:ff:fe:14:00:0c (auto-detected) 
- 2023-11-18 09:13:21,379 [grpc-default-boss-ELG-1-1] DEBUG o.a.r.t.i.n.b.ByteBufUtil:87 - -Dio.netty.allocator.type: pooled 
- 2023-11-18 09:13:21,379 [grpc-default-boss-ELG-1-1] DEBUG o.a.r.t.i.n.b.ByteBufUtil:96 - -Dio.netty.threadLocalDirectBufferSize: 0 
- 2023-11-18 09:13:21,380 [grpc-default-boss-ELG-1-1] DEBUG o.a.r.t.i.n.b.ByteBufUtil:99 - -Dio.netty.maxThreadLocalCharBufferSize: 16384 
- 2023-11-18 09:13:21,391 [main] INFO  o.a.r.g.s.GrpcService:302 - 1: GrpcService started, listening on 10720 
- 2023-11-18 09:13:21,391 [main] DEBUG o.a.r.u.LifeCycle$State:116 - 1-GrpcService: STARTING -> RUNNING 
- 2023-11-18 09:13:21,394 [main] DEBUG o.a.r.u.LifeCycle$State:116 - 1-RaftServerProxy: STARTING -> RUNNING 
- 2023-11-18 09:13:21,395 [JvmPauseMonitor0] INFO  o.a.r.u.JvmPauseMonitor:146 - JvmPauseMonitor-1: Started 
- 2023-11-18 09:13:21,400 [main] INFO  o.a.i.c.s.ConfigNode:205 - IoTDB configuration: 
- 2023-11-18 09:13:21,400 [main] INFO  o.a.i.c.s.ConfigNode:206 - IoTDB-ConfigNode 1 has registered successfully. Waiting for the leader's scheduling to join the cluster: defaultCluster. 
- 2023-11-18 09:13:21,400 [main] INFO  o.a.i.c.s.m.MetricService:49 - MetricService start to init. 
- 2023-11-18 09:13:21,401 [main] INFO  o.a.i.m.AbstractMetricService:99 - Start metric service at level: CORE 
- 2023-11-18 09:13:21,401 [main] INFO  o.a.i.m.AbstractMetricService:118 - Load metricManager, type: MICROMETER 
- 2023-11-18 09:13:21,423 [main] INFO  o.a.i.m.AbstractMetricService:137 - Detect more than one MetricManager, will use org.apache.iotdb.metrics.micrometer.MicrometerMetricManager 
- 2023-11-18 09:13:21,423 [main] INFO  o.a.i.m.AbstractMetricService:144 - Load metric reporters, type: [] 
- 2023-11-18 09:13:21,450 [main] INFO  o.a.i.c.s.m.MetricService:52 - MetricService start successfully. 
- 2023-11-18 09:13:21,482 [main] INFO  o.a.i.c.c.IoTDBThreadPoolFactory:203 - new single scheduled thread pool: JVM-GC-Statistics-Monitor 
- 2023-11-18 09:13:21,492 [main] INFO  o.a.i.t.c.c.TSFileDescriptor:126 - try loading iotdb-common.properties from /iotdb/sbin/../conf/iotdb-common.properties 
- 2023-11-18 09:13:21,934 [pool-11-IoTDB-ConfigNodeRPC-Processor-1] INFO  o.a.i.c.m.c.ConsensusManager:267 - createPeerForConsensusGroup []... 
- 2023-11-18 09:13:21,945 [pool-11-IoTDB-ConfigNodeRPC-Processor-1] DEBUG o.a.ratis.conf.ConfUtils:46 - raft.rpc.type = GRPC (default) 
- 2023-11-18 09:13:21,946 [pool-11-IoTDB-ConfigNodeRPC-Processor-1] DEBUG o.a.ratis.conf.ConfUtils:46 - raft.grpc.message.size.max = 512MB (=536870912) (custom) 
- 2023-11-18 09:13:21,990 [pool-11-IoTDB-ConfigNodeRPC-Processor-1] DEBUG o.a.ratis.util.LifeCycle:154 - 1|rpc:172.20.0.12:10720|priority:0|startupRole:FOLLOWER: NEW 
